scholarshipID,scholarshipDetailURL,Award Name,Organization,Purposes,Level Of Study,Award Type,Award Amount,Deadline
9993814,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9993814,Herman J. Smith Scholarship,National Housing Endowment,To honor lifelong commitment to the housing industry and the education of future generations of home builders.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,
9996100,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996100,Darooge Family Scholarship,Grand Rapids Community Foundation,To support students in their pursuit of higher education and future career choices.,Bachelor's Degree,Scholarship,N/A,April
9999315,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999315,Aises A. T. Anderson Memorial Scholarship,American Indian Science and Engineering Society,"To financially assist Native Americans, Natives Alaskans, Native Hawaiians, Pacific Islanders, and Indigenous persons of Canada in furthering their education.",Bachelor's Degree  Graduate Degree,Scholarship,"$1,000  $2,000",May
9990134,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990134,Matthew Webster Scholarship,The Yukon Foundation,"To help students in the Yukon pursue studies in technical fields, construction design, or apprenticeship training.",Bachelor's Degree  Vocational,Scholarship,N/A,June
9991748,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991748,Chevron Scholarship,Society of Hispanic Professional Engineers,"To support students pursuing undergraduate degrees in engineering, computer science, and geology/geophysics degrees.",Bachelor's Degree,Scholarship,"$5,000",
9999916,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999916,Eleanor Allwork Scholarship,AIA New York Chapter,To support architecture students seeking their first degree in architecture; and to support with demonstrated financial need.,Bachelor's Degree,Scholarship,"$7,500  $10,000",March
9995339,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995339,Arthur Buckwell Memorial Scholarship,Institut Royal d'Architecture du Canada,To provide support to a student at the School of Architecture at the University of Manitoba.,Bachelor's Degree,Scholarship,"$1,500",
9999311,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999311,AIA Northeast Illinois Student Scholarships,American Institute of Architects - Northeast Illinois,To support students enrolled in an accredited architecture program.,Bachelor's Degree  Graduate Degree,Scholarship,"$3,000",June
9991893,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991893,AIA Silicon Valley William R. Hawley Scholarship,Silicon Valley Community Foundation,To support Santa Clara students pursuing degrees in architecture.,Bachelor's Degree  Graduate Degree,Scholarship,"$5,000",May
9999313,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999313,AIA/Architects Foundation Diversity Advancement Scholarship,American Institute of Architects,"To provide assistance to high school graduates, college freshmen and community college students from minority and/or financially disadvantage who intend to pursue a NAAB-accredited professional degree.",Bachelor's Degree,Prize  Scholarship,"$20,000",January
9990648,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990648,American Institute of Architects Vermont Scholar Promise Award,Vermont Student Assistance Corporation,To encourage students to enter the field of architecture.,Bachelor's Degree,Scholarship,"$1,000  $2,000",February
9990210,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990210,Konrad & Anne Domes Scholarship,The Yukon Foundation,To help students in the Yukon pursue college degrees in architecture or drafting.,Bachelor's Degree  Vocational,Scholarship,N/A,June
9998706,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998706,APS/ASU Scholarship,Arizona State University,To provide financial assistance to qualified individuals who want to pursue their career.,Bachelor's Degree,Scholarship,"$2,000",March
9996459,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996459,Eric Primavera Memorial Scholarships,Florida Engineering Society,To offers several scholarship programs for students interested in pursuing careers in engineering.,Bachelor's Degree,Scholarship,"$1,000",
9995259,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995259,Thomas M. Lemons Scholarship,International Association of Lighting Designers,To support students and educators for the purpose of promoting the profession of architectural lighting design.,Bachelor's Degree  Graduate Degree,Scholarship,"$4,500",April
9996460,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996460,"Raymond W. Miller, PE Scholarships",Florida Engineering Society,To encourage and assist students in pursuing engineering careers; to educate the public about engineering and to promote and enhance engineering education in Florida in order to position the state as a technological leader in a global economy.,Bachelor's Degree,Scholarship,"$2,500",
9991518,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991518,Mid-Hudson Section Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$1,500",February
9991515,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991515,Motorola Solutions Foundation Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$10,000",
9991535,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991535,IBM Linda Sanford Women’s Technical Advancement Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree  Graduate Degree,Scholarship,"$1,250",
9991542,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991542,Mary Gunther Memorial Freshman Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$7,000",March
9991536,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991536,Dorothy Lemke Howarth Memorial Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$5,000",
9991557,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991557,Eaton HSI STEM Scholar Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$2,500",February
9991551,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991551,Freeman Family Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree  Graduate Degree,Scholarship,N/A,
9991552,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991552,"Alma Kuppinger Forman, PE Scholarship",Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree  Graduate Degree,Scholarship,"$1,875",February
9991561,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991561,Cummins First Generation Scholarship,Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$2,500",March
9991554,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9991554,Ford Motor Company Scholarship (Junior),Society of Women Engineers,"To help women achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force improving the quality of life, and demonstrate the value of diversity.",Bachelor's Degree,Scholarship,"$2,250",February
